Event,KE_e,x,y,z
58515,1.2875,-515,180.282,-257.212
58516,5.01162,-515,90.372,118.079
58517,5.58325,-291.043,-21.7653,215
58518,0.149974,-51.0689,365.933,215
58519,3.55133,-515,44.7505,-98.6796
58520,2.63635,-175.364,154.99,215
58521,3.03236,172.583,-39.5019,215
58522,0.236537,97.7371,515,-298.852
58523,2.80762,-422.766,107.823,-515
58524,3.08177,28.287,-130.665,215
58525,2.91225,-253.94,-515,-188.645
58526,4.21501,365.207,515,-228.272
58527,6.03906,177.068,515,180.673
58528,7.94314,68.4782,-245.794,215
58529,2.32643,451.557,-515,32.8817
58530,0.543942,-330.887,515,-97.9384
58531,0.413417,105.894,-515,-208.608
58532,3.52156,34.3561,-181.205,215
58533,3.2394,-515,134.862,36.6354
58534,5.09362,515,-30.9142,-35.8073
58535,0.289276,38.3347,21.6992,215
58536,5.6986,-300.321,308.585,215
58537,6.19859,-328.105,-300.578,215
58538,1.14405,515,79.2686,-283.641
58539,1.12012,442.463,-436.369,215
58540,6.04318,-77.0719,26.7963,215
58541,6.0305,-26.6927,515,-140.544
58542,1.0997,-74.3134,215.228,-515
58543,0.317256,-474.371,212.487,215
58544,1.38076,-515,119.637,-121.148
58545,4.09849,-112.564,-515,195.755
58546,6.45745,242.645,515,-501.838
58547,5.75135,56.0199,-377.431,215
58548,4.30485,-295.98,-216.787,-515
58549,3.83986,207.996,-119.321,-515
58550,0.997217,-161.505,-193.094,-515
58551,2.93132,-102.992,-21.7323,215
58552,4.43075,2.36599,-515,10.6795
58553,6.56336,-110.696,248.88,215
58554,6.69069,-126.941,515,17.5565
58555,1.22966,-382.043,-515,110.555
58556,4.48019,50.734,-104.89,215
58557,8.49232,-407.782,443.26,-515
58558,2.20196,-515,-159.633,-165.591
58559,3.56374,-70.9906,515,149.544
58560,3.85297,-64.4573,33.8813,215
58561,3.52396,-236.4,-360.878,215
58562,2.74823,32.1011,66.5448,215
58563,6.02412,-38.9371,57.1154,215
58564,5.01644,-515,-361.252,203.301
58565,2.4271,150.156,21.8722,215
58566,4.722,515,-215.844,-258.681
58567,5.04398,-515,203.258,-465.234
58568,3.89191,-109.586,423.8,-515
58569,6.00918,185.708,515,26.7613
58570,2.92833,-376.68,452.498,215
58571,2.0199,-515,-475.236,100.523
58572,4.62193,-102.253,515,119.546
58573,2.1095,11.4091,515,31.8318
58574,2.28928,-80.7031,515,-104.624
58575,3.74617,515,-111.653,-63.6809
58576,0.318255,95.8778,347.013,-515
58577,3.69769,-4.4936,-61.7678,215
58578,1.36115,515,-223.722,-490.191
58579,1.84438,-509.341,-97.6561,215
58580,1.32454,332.5,-515,-86.2034
58581,3.13971,-25.2893,-515,-54.8044
58582,3.86389,153.672,221.533,-515
58583,3.62707,451.657,-515,72.8043
58584,7.61798,68.8863,-67.5222,215
58585,6.835,30.7677,-8.56708,-515
58586,3.01187,-22.9619,515,-430.088
58587,3.26262,-515,-115.484,-191.502
58588,4.37874,-297.806,-515,3.04686
58589,7.98253,-53.7934,515,-57.9012
58590,5.11052,515,314.341,-190.408
58591,4.58311,-107.531,-108.131,-515
58592,2.72074,515,-226.108,-438.353
58593,3.62864,-515,-279.587,-118.861
58594,3.56492,-54.8835,9.14059,215
58595,3.10149,-515,391.002,-291.022
58596,0.128975,109.742,215.928,-515
58597,1.34344,-262.267,-32.9458,-515
58598,2.91637,-101.497,431.173,215
58599,5.84222,377.958,87.2758,215
58600,4.78284,382.373,515,-512.976
58601,5.10052,53.8791,515,-32.9683
58602,6.08434,515,66.8578,34.4951
58603,3.76554,-88.905,10.6165,215
58604,7.70264,187.656,515,198.246
58605,5.51966,295.352,-321.551,215
58606,4.51979,486.971,-515,-220.403
58607,3.93415,-515,460.453,-439.006
58608,4.64853,295.592,60.9849,215
58609,2.74648,168.088,515,38.3372
58610,3.6902,383.411,515,-217.744
58611,6.76365,-490.254,-515,206.919
58612,7.33905,-171.556,-65.2762,215
58613,1.91919,47.1691,515,118.968
58614,2.33913,-251.041,-515,-425.64
58615,5.97131,365.94,-515,-276.987
58616,6.21138,-64.9233,515,58.5116
58617,4.07631,-168.66,-275.876,215
58618,2.58348,-16.6644,-515,-24.9512
58619,3.08618,-156.064,-95.2908,-515
58620,5.11494,515,-117.808,-92.971
58621,4.03046,515,-214.053,20.8217
58622,1.68458,493.528,114.403,215
58623,4.08781,431.742,515,-212.723
58624,0.494664,515,0.743116,-134.957
58625,4.34729,-515,315.811,56.9812
58626,4.99065,-145.464,233.98,215
58627,4.46889,-176.05,515,-247.094
58628,3.81324,229.587,-73.9264,215
58629,4.18697,-57.3634,121.312,215
58630,2.77924,-150.993,132.291,215
58631,0.232817,505.128,515,88.762
58632,2.42928,515,-509.972,104.292
58633,3.5101,-145.176,185.667,215
58634,4.72227,-137.645,42.0727,215
58635,6.3382,-18.8317,80.889,215
58636,1.41998,515,310.94,195.462
58637,4.04712,-138.869,-515,-371.755
58638,5.22294,-80.0338,173.441,215
58639,4.27424,-515,-355.448,-489.173
58640,3.13025,410.054,-443.95,215
58641,0.756396,15.2928,-472.292,215
58642,0.52364,111.483,-239.419,215
58643,2.98784,-515,-0.580496,-43.4321
58644,6.58103,-323.591,-87.3976,215
58645,3.3816,-481.024,5.60276,-515
58646,6.63838,-313.045,361.863,-515
58647,1.46876,154.211,247.788,215
58648,2.25348,515,-259.165,-495.069
58649,4.07722,56.659,336.405,215
58650,7.80527,59.6567,-200.19,215
58651,4.33509,137.976,-515,-211.185
58652,1.19418,515,8.35603,-109.337
58653,5.92948,287.083,-116.504,-515
58654,1.37605,123.587,-72.4969,215
58655,0.110974,-515,275.108,-391.325
58656,5.658,-515,-17.8932,-199.566
58657,3.26888,-28.3297,305.639,215
58658,4.40151,22.3239,409.421,-515
58659,3.37487,-107.216,-515,187.845
58660,7.38544,47.5329,318.219,-515
58661,3.15011,225.528,283.052,215
58662,7.33945,137.195,-185.115,-515
58663,2.64625,487.482,20.3942,-515
58664,3.13052,53.7677,8.09883,215
58665,1.38463,238.593,1.21365,215
58666,4.69737,451.943,515,149.671
58667,7.56784,317.237,-515,45.6534
58668,5.64416,-301.3,94.9297,215
58669,5.22554,515,118.344,205.719
58670,2.64301,156.388,-515,42.4212
58671,4.15272,-515,139.75,-473.173
58672,9.44394,319.043,-193.901,215
58673,3.72469,-515,108.934,170.342
58674,7.09136,-333.325,-234.47,-515
58675,4.89274,-190.705,515,166.044
58676,3.16258,-93.3253,-515,-198.711
58677,3.68606,-515,47.8789,-233.404
58678,4.1069,-350.964,-515,-318.38
58679,0.988318,-97.3525,188.395,-515
58680,4.01861,-515,106.511,9.96099
58681,9.66091,-19.6381,-107.998,215
58682,0.546062,360.971,-173.992,215
58683,2.46856,-67.9002,-152.551,215
58684,2.84094,-183.626,311.163,215
58685,4.61013,176.943,-127.174,215
58686,4.58667,-515,-275.134,-129.96
58687,0.369105,-133.988,-515,136.891
58688,5.38725,-269.026,515,-61.0548
58689,2.63779,515,-278.701,116.401
58690,0.972421,-97.4083,198.285,215
58691,3.92516,490.266,-179.989,215
58692,6.27457,4.88401,-515,-72.6411
58693,3.95768,175.358,190.718,215
58694,4.8378,-352.219,216.253,215
58695,0.366632,-16.9547,355.056,215
58696,6.31844,-515,281.491,150.553
58697,0.577135,64.7006,515,-6.4856
58698,4.22793,-409.179,-515,-89.7991
58699,5.71883,-120.536,-515,-13.7819
58700,0.125879,-515,462.431,120.838
58701,4.31928,317.03,194.396,-515
58702,3.52817,515,-227.22,-211.74
58703,3.23217,-84.6876,164.582,-515
58704,4.68101,322.788,-210.819,215
58705,2.56722,515,513.097,160.051
58706,3.97533,448.85,-515,111.302
58707,3.34754,-344.596,-272.714,-515
58708,4.70561,213.184,48.1582,215
58709,6.97256,515,-230.793,3.84194
58710,8.40138,-515,416.439,171.368
58711,5.3058,-9.05943,515,126.824
58712,2.68301,515,368.56,-63.2113
58713,4.24892,-355.502,515,93.2413
58714,3.31207,515,503.651,204.948
58715,3.00299,-36.5972,504.927,215
58716,7.32301,48.3795,-187.658,-515
58717,4.53456,331.23,124.827,215
58718,3.3068,-501.939,-515,158.795
58719,7.19645,-133.477,-427.112,-515
58720,0.735317,-58.9811,63.6799,215
58721,4.46364,-203.297,279.513,215
58722,3.36157,515,-363.53,58.1166
58723,5.74223,-388.116,258.833,-515
58724,5.02865,515,-47.5359,129.933
58725,5.39425,76.8684,-60.6028,-515
58726,4.43547,-160.847,515,-97.0273
58727,6.30138,502.638,-510.576,215
58728,3.25549,-285.356,515,-386.225
58729,2.71746,465.368,-56.3826,215
58730,7.2375,-515,152.698,101.114
58731,2.2937,-16.6877,-515,-239.837
58732,5.18729,208.435,478.502,-515
58733,3.46959,-57.0109,-16.4217,215
58734,1.30074,-1.9765,110.063,215
58735,0.195135,-515,146.776,148.326
58736,4.35278,135.126,132.658,-515
58737,4.92508,-215.676,-152.347,215
58738,1.83515,184.196,-442.869,-515
58739,5.70272,299.961,-515,173.678
58740,1.55378,-294.69,515,-175.588
58741,4.08662,184.028,515,197.088
58742,6.77866,245.926,321.064,215
58743,1.71435,-352.09,290.481,215
58744,1.31879,-96.0666,-76.2655,-515
58745,3.98016,-432.974,515,-56.1509
58746,4.81268,512.243,-515,187.386
58747,5.13413,-133.212,-109.336,215
58748,2.16375,515,63.763,69.8833
58749,9.92687,77.5301,-122.915,215
58750,1.09875,-60.014,390.824,-515
58751,7.11391,-168.246,249.233,-515
58752,6.56547,-383.495,-175.228,-515
58753,2.04281,56.6831,-515,-197.401
58754,3.51688,-151.129,-225.585,-515
58755,1.80636,-254.309,-19.3361,215
58756,6.57359,-515,-34.953,-39.8469
58757,0.911653,-168.16,-515,-276.271
58758,5.01036,-44.9848,515,-370.803
58759,3.81994,-279.384,131.719,-515
58760,2.20001,-515,148.904,177.522
58761,4.3924,482.459,160.746,-515
58762,0.291257,-219.118,515,-326.647
58763,6.1418,153.604,515,-180.873
58764,1.43545,473.084,204.9,215
58765,0.468979,-16.5022,-200.669,215
58766,1.06929,268.712,280.538,215
58767,0.12278,-515,222.898,-194.012
58768,3.53973,-515,-31.1595,-255.213
58769,0.927926,81.581,515,-177.087
58770,6.13326,-362.171,192.407,215
58771,2.32992,-23.0756,515,147.116
58772,5.4091,76.6923,-114.8,215
58773,0.0409637,66.8857,-92.7656,215
58774,1.53729,76.0345,446.746,-515
58775,3.35017,41.5966,90.9869,215
58776,2.94797,244.545,0.597502,215
58777,3.98379,204.14,515,-186.135
58778,2.95483,196.578,-515,-315.09
58779,1.00427,-285.99,-515,-203.994
58780,3.9993,-515,486.699,71.4484
58781,2.86493,-515,-275.55,42.2267
58782,1.68989,264.798,-152.401,215
58783,3.73839,41.369,515,-299.577
58784,0.727058,515,375.477,-170.278
58785,3.63986,59.8429,-38.1053,215
58786,7.52226,-515,14.7386,-305.038
58787,5.61723,-250.1,515,70.9712
58788,4.78036,264.755,500.276,-515
58789,4.89099,-404.646,-356.668,-515
58790,0.363188,76.1161,22.7712,-515
58791,0.921345,-402.313,-515,-103.646
58792,4.63266,-515,-278.858,-424.051
58793,0.627655,266.316,240.782,215
58794,3.1834,-225.786,515,-143.688
58795,3.75065,-515,404.599,-270.29
58796,4.68219,515,260.122,-193.374
58797,5.66441,200.861,-515,-443.734
58798,8.51226,43.6829,-515,42.7609
58799,6.94957,19.5319,129.693,215
58800,3.29193,53.9947,167.96,215
58801,4.48867,360.158,-189.867,215
58802,5.4281,267.786,490.466,-515
58803,4.44225,-50.6333,-91.9414,215
58804,5.55953,106.226,-278.151,215
58805,3.423,-515,-206.646,164.421
58806,0.876925,-68.3279,-1.21858,215
58807,5.03401,88.0497,154.074,215
58808,4.25535,-45.2943,-158.974,215
58809,5.75905,-43.2252,-515,103.458
58810,3.75326,207.431,29.8806,215
58811,4.95089,224.803,-354.485,215
58812,2.8416,515,476.34,-435.169
58813,4.06165,-515,128.672,2.62262
58814,0.93838,-515,378.601,46.4413
58815,5.26614,-234.942,515,-356.2
58816,0.322925,-154.292,298.762,-515
58817,9.40392,-515,103.586,-315.87
58818,7.69194,-302.267,-515,19.2824
58819,2.00431,-127.945,258.398,215
58820,0.51222,303.747,75.3686,-515
58821,3.69932,-70.1366,-72.8925,215
58822,1.30877,289.457,198.937,215
58823,5.65437,-321.975,515,-378.143
58824,5.4662,-184.653,-515,-301.164
58825,4.50701,-121.097,99.4213,215
58826,1.13501,328.99,-387.141,215
58827,3.68016,197.337,-133.573,215
58828,2.66039,515,-194.761,-86.8089
58829,3.07173,-316.142,-321.154,215
58830,8.74712,-515,-388.431,-117.84
58831,4.2837,515,-395.39,-275.79
58832,8.27337,163.47,429.369,215
58833,3.34125,0.184089,-77.4177,215
58834,0.220589,99.5757,-99.6406,-515
58835,5.50791,106.538,-12.9406,215
58836,0.0713978,190.502,-515,172.699
58837,2.50534,504.068,515,79.6174
58838,1.43369,30.749,-167.025,215
58839,2.67958,143.47,-515,203.361
58840,6.04745,5.10975,296.89,215
58841,1.70106,-152.375,55.5972,215
58842,5.16425,515,-118.161,178.066
58843,7.71182,-34.9221,-2.22664,215
58844,5.72325,515,18.6559,-3.56566
58845,4.75701,-461.28,-515,48.0471
58846,1.26609,492.216,66.1822,215
58847,5.35387,-515,306.352,114.637
58848,4.5295,23.1185,11.487,215
58849,3.96387,-178.036,205.136,215
58850,2.72213,42.8423,-184.521,215
58851,1.34846,-262.985,-99.9982,215
58852,1.35393,515,-213.965,-226.381
58853,3.28374,-61.6806,-515,-209.154
58854,0.234276,354.842,-515,-155.356
58855,3.48077,-77.0559,-515,-51.8014
58856,2.15849,-199.418,-84.7133,215
58857,6.57545,71.1229,74.5044,215
58858,2.91671,212.259,-392.053,215
58859,6.91316,112.702,394.678,215
58860,5.73623,-88.3824,-451.425,215
58861,3.76085,-150.481,38.8192,215
58862,0.791602,-94.952,110.41,215
58863,4.89917,31.7968,138.884,215
58864,5.21413,-457.339,-306.956,-515
58865,1.76162,-38.2073,-301.647,215
58866,0.889888,-236.642,-310.612,-515
58867,5.98718,-515,-113.973,-170.096
58868,6.10803,72.3546,-515,66.1157
58869,5.45733,-293.802,21.3275,-515
58870,3.57468,-300.089,147.314,215
58871,5.67463,31.5648,152.916,215
58872,4.60745,-139.941,-192.36,-515
58873,3.886,248.758,515,-434.188
58874,1.23444,-4.08436,41.2011,215
58875,4.21926,-176.805,515,-438.971
58876,9.00366,-515,-437.278,-387.067
58877,7.9298,14.6733,471.709,215
58878,7.56659,-21.2238,515,-323.555
58879,3.52293,-331.898,-224.945,-515
58880,0.626241,264.696,-289.362,215
58881,6.19888,35.0132,-515,-167.765
58882,9.16924,-55.0975,-515,104.568
58883,2.98319,-10.2234,-515,-92.0151
58884,4.02956,-18.8007,53.9205,215
58885,5.57451,-6.772,-190.905,215
58886,0.850633,30.9899,-148.858,215
58887,8.13684,430.62,445.733,-515
58888,1.73202,-76.802,39.3902,215
58889,0.696612,112.718,-515,-175.661
58890,4.18062,-114.497,515,-66.1472
58891,4.34852,-483.192,-12.3159,215
58892,7.54946,-53.3955,-23.0495,215
58893,0.626451,244.891,515,-178.966
58894,4.04709,200.373,-258.839,215
58895,1.3063,17.3419,-378.999,-515
58896,7.82354,515,6.97078,-191.334
58897,0.532507,197.865,-188.561,215
58898,2.63359,515,201.187,188.574
58899,1.89637,515,369.015,-277.324
58900,3.90647,-112.889,515,-263.127
58901,3.56169,-515,-217.873,16.702
58902,2.99892,-176.669,515,-60.0044
58903,0.238448,-107.834,-515,147.999
58904,0.109329,71.4119,515,-6.1057
58905,3.87102,-133.263,-118.886,215
58906,3.39396,-168.278,89.4557,215
58907,4.94346,-21.0644,-332.968,215
58908,4.05695,372.737,-64.2614,215
58909,3.53341,-21.4638,248.005,215
58910,5.09523,-54.0603,-515,-114.722
58911,1.55686,-515,-433.912,-166.498
58912,5.92988,51.2492,36.0765,215
58913,3.0811,93.8992,515,139.511
58914,2.2875,-240.743,15.6644,215
58915,6.05288,-297.293,-17.1736,215
58916,4.96194,515,356.136,-456.394
58917,6.5664,515,238.163,-163.442
58918,2.18927,116.665,-515,-284.92
58919,1.95731,515,-419.776,-111.843
58920,4.22992,-237.003,-438.284,-515
58921,3.87954,515,-144.408,-2.27762
58922,4.90498,127.933,-515,-332.441
58923,6.84048,-515,119.21,189.046
58924,2.31077,-515,-0.067438,39.2955
58925,1.26744,307.127,135.506,-515
58926,5.30661,496.46,515,-312.854
58927,4.10321,362.759,515,-62.3562
58928,3.86286,-515,-451.089,30.1042
58929,6.7783,-515,313.947,211.522
58930,5.69097,515,-449.314,67.5997
58931,5.64405,-515,-106.008,85.5515
58932,4.36534,8.67832,201.702,215
58933,5.10777,31.259,-154.78,215
58934,0.0467835,-448.286,-515,-388.254
58935,1.34472,-113.225,-130.961,-515
58936,5.47893,-497.18,-515,-105.284
58937,2.93946,-368.251,-128.058,-515
58938,3.29343,421.155,-32.7155,215
58939,6.47812,-469.591,63.6991,-515
58940,0.248538,-155.486,-223.316,215
58941,6.64742,76.2566,-515,-59.6551
58942,4.83934,-515,72.2239,-113.457
58943,0.640301,-515,199.887,-75.8621
58944,3.24407,190.26,-515,152.349
58945,2.85338,-93.5533,515,200.871
58946,4.77312,73.8871,515,-363.2
58947,5.1149,235.979,-487.985,215
58948,2.90562,-515,383.691,-84.7252
58949,5.19026,356.219,-432.826,-515
58950,3.03885,468.712,-515,108.64
58951,3.29711,203.747,-515,-133.423
58952,2.65117,-270.032,515,33.126
58953,8.01227,388.021,25.3894,215
58954,3.7649,-153.568,79.2467,-515
58955,5.2777,335.211,-515,-7.23987
58956,1.22504,-515,203.484,-304.003
58957,3.16483,-515,113.278,-370.499
58958,5.38492,21.1746,117.648,215
58959,0.342202,-390.92,-515,33.8584
58960,6.7729,323.003,-342.331,215
58961,3.45504,-408.821,142.423,215
58962,4.39198,-189.584,178.785,215
58963,7.70878,-515,-217.979,-57.6113
58964,4.06106,-515,51.3771,-247.776
58965,5.03296,63.0265,3.8786,215
58966,9.93562,7.09269,-315.867,215
58967,2.88321,515,165.442,128.096
58968,5.19329,-384.852,-353.821,215
58969,1.9076,-157.495,-515,-18.4188
58970,3.17482,179.592,-163.273,215
58971,3.68629,-17.3416,515,91.8404
58972,2.70213,-309.241,-59.4368,215
58973,3.8985,515,338.59,19.1506
58974,4.09906,-325.769,-57.3058,215
58975,0.735597,-444.195,-515,-79.7309
58976,4.98624,515,432.83,-181.385
58977,0.63254,515,178.293,-222.822
58978,5.54101,-515,-67.5985,-173.073
58979,2.84723,-311.383,238.372,215
58980,3.21904,515,158.881,201.285
58981,7.43638,196.351,51,215
58982,6.93931,515,-196.315,-351.591
58983,4.45514,-54.1069,-515,-51.79
58984,0.432501,32.9991,515,-436.454
58985,3.91145,515,501.673,-434.975
58986,6.13686,-515,-181.221,-337.226
58987,4.40808,44.8104,300.982,-515
58988,3.43334,97.8945,66.0803,215
58989,3.64261,-119.586,-285.988,215
58990,4.50765,-515,493.615,-244.354
58991,0.348038,-263.064,515,-123.971
58992,3.48993,2.48706,63.6228,215
58993,4.63956,-355.304,-515,-428.858
58994,9.28005,110.135,515,-59.5405
58995,2.10764,-209.496,-321.575,-515
58996,3.93266,213.877,-515,201.526
58997,4.06261,515,42.4347,-86.519
58998,0.608153,-515,-492.542,-368.683
58999,4.00985,160.339,-235.87,-515
59000,2.76513,-131.811,-515,120.265
59001,3.58204,39.7852,33.3761,-515
59002,3.86581,-40.8519,-515,-335.371
59003,3.45439,-157.283,-356.83,215
59004,2.24066,-63.8509,179.269,-515
59005,4.21242,515,113.432,-16.758
59006,0.206912,-78.7094,403.317,-515
59007,3.74889,-515,103.997,1.65661
59008,6.52952,431.532,363.904,-515
59009,1.24252,-515,245.878,21.8124
59010,3.00514,205.63,180.301,-515
59011,3.0752,146.462,515,101.563
59012,5.93859,515,322.913,119.13
59013,7.14348,-22.3412,515,-349.337
59014,5.91898,-177.479,44.3941,215
59015,5.21128,-219.322,-515,94.7359
59016,4.46486,-221.246,515,158.919
59017,0.680013,-47.9952,157.107,215
59018,2.03739,-278.02,515,110.295
59019,4.0758,177.663,-505.495,-515
59020,1.48472,487.891,-159.298,215
59021,1.73374,-119.028,515,-169.434
59022,7.31134,151.388,-515,-199.333
59023,6.90003,164.213,21.1398,215
59024,2.25136,-59.3859,515,69.2756
59025,3.70536,12.7206,-498.605,215
59026,2.94634,-42.6538,23.1031,215
59027,3.38545,515,-142.721,-483.992
59028,0.501669,185.286,-515,-246.533
59029,5.62265,-494.671,-76.4855,215
59030,1.02425,184.576,-114.401,215
59031,8.55691,-113.569,515,-204.123
59032,2.61094,-176.08,-515,-0.835526
59033,3.22211,-515,-384.536,-278.686
59034,0.84039,32.8501,71.7928,215
59035,5.73721,-515,235.627,156.379
59036,2.38901,269.187,-451.324,215
59037,4.73358,294.616,-515,-344.577
59038,0.670048,-167.953,515,-238.905
59039,6.01197,319.047,515,70.7061
59040,3.7424,515,177.816,-5.41293
59041,4.71027,424.95,515,-75.9351
59042,4.42928,69.5691,483.067,-515
59043,2.80078,-152.47,325.486,-515
59044,3.14974,-515,-64.9175,-482.754
59045,3.42373,173.264,515,-251.989
59046,1.79543,26.2858,-515,-321.501
59047,0.354419,515,-437.894,5.19729
59048,3.14687,515,-355.895,6.00129
59049,3.86975,-515,-238.315,-210.48
59050,1.3958,-46.2668,-219.715,215
59051,6.48903,515,-73.4414,-231.872
59052,5.90623,-344.569,-252.594,-515
59053,6.46845,-515,376.95,-67.2562
59054,4.345,-64.6274,-515,-87.0624
59055,6.9108,382.786,515,-333.709
59056,0.574385,-416.206,284.453,215
59057,0.896254,-515,202.436,-500.655
59058,0.940787,-515,152.58,-311.303
59059,4.6559,55.1882,515,-141.97
59060,2.02392,-247.463,340.18,-515
59061,1.1136,307.634,-515,127.72
59062,7.53476,427.625,135.627,-515
59063,1.76807,465.733,-515,-134.843
59064,1.23542,389.523,515,200.091
59065,3.70281,184.463,-44.4328,-515
59066,0.886554,515,286.298,-388.227
59067,2.43145,497.827,-515,212.678
59068,6.84982,515,78.0841,-74.5551
59069,1.86322,86.2608,190.854,-515
59070,1.81661,-515,215.893,61.5037
59071,7.45241,499.135,183.376,-515
59072,4.7614,-248.62,334.539,215
59073,5.07331,-35.0715,127.587,215
59074,3.86141,104.181,515,170.092
59075,5.93687,515,446.608,-432.166
59076,0.725488,515,70.484,-373.928
59077,4.35131,515,-82.7592,201.513
59078,3.4057,80.1648,315.92,215
59079,4.40402,-59.3683,515,-258.64
59080,3.68837,-79.9019,515,162.288
59081,3.07359,217.567,419.403,215
59082,2.44371,17.9748,515,-81.0714
59083,3.172,-42.6481,-394.156,215
59084,6.32885,-515,-454.708,-379.576
59085,5.20268,-348.849,-253.214,-515
59086,4.58308,-223.671,17.1497,-515
59087,5.12283,90.9607,-515,-397.506
59088,0.380756,-515,382.903,-480.662
59089,0.463331,-515,-74.6003,-72.7019
59090,4.75187,114.337,515,-53.9245
59091,0.775769,161.147,-263.675,-515
59092,0.0680269,147.805,-490.193,-515
59093,0.0642169,12.5143,-515,-327.405
59094,6.34059,459.244,-493.604,215
59095,8.19775,-7.96762,81.1751,215
59096,3.08535,90.2001,-51.5429,215
59097,3.84436,-185.554,372.758,215
59098,0.629672,-254.715,-83.6816,215
59099,6.60788,-515,-261.536,-232.003
59100,4.1957,322.414,-515,50.9884
59101,3.34626,297.353,515,-490.556
59102,4.35038,-262.703,515,160.2
59103,7.15509,260.224,515,-23.6543
59104,0.279544,-178.017,-100.54,215
59105,7.2306,-515,-316.713,187.364
59106,3.06113,-77.5655,-232.91,215
59107,5.97086,-289.599,127.655,-515
59108,0.3127,104.083,-46.0209,-515
59109,6.63007,-429.237,515,55.5874
59110,5.4065,515,351.485,-260.828
59111,2.87378,-126.528,-111.55,-515
59112,2.86728,430.626,515,-308.001
59113,4.22652,-334.327,115.297,-515
59114,2.69179,-23.908,30.0593,215
59115,0.57227,415.379,515,-113.012
59116,3.14171,-515,-290.621,-296.307
59117,3.81596,237.757,17.2746,215
59118,4.67099,-1.65926,34.5825,-515
59119,3.89751,498.226,55.7985,215
59120,4.11317,-428.235,-421.807,215
59121,4.12245,-41.321,172.162,-515
59122,2.24532,489.869,-515,-433.347
59123,8.1863,277.112,-249.994,-515
59124,4.20683,3.84264,515,-103.16
59125,2.56321,-69.5553,-234.513,-515
59126,3.58195,20.8598,515,-254.951
59127,0.458536,-515,73.9498,-235.415
59128,3.55256,473.005,-297.091,215
59129,3.76512,-452.936,-142.763,-515
59130,4.58285,-7.4453,107.274,215
59131,3.95521,302.429,-237.56,215
59132,5.41636,-292.009,-233.806,215
59133,6.33201,354.201,515,188.859
59134,4.67182,52.3741,-214.344,215
59135,0.186558,-515,152.17,-69.4345
59136,2.64232,-88.8142,-515,-229.37
59137,6.3647,-515,-104.575,-40.1064
59138,2.68639,-9.62066,515,-364.086
59139,4.9642,-23.1857,-0.732809,215
59140,2.90627,-47.2996,-515,-22.3817
59141,2.3482,-79.6877,-515,-171.436
59142,3.23363,-72.7429,461.841,-515
59143,0.082992,270.148,71.1186,-515
59144,2.65856,-515,-269.037,153.433
59145,4.16241,-515,237.441,47.6592
59146,6.79144,-3.78486,79.3769,215
59147,4.05139,-515,-230.351,-43.9381
59148,0.476026,-7.31307,102.249,215
59149,2.21803,131.005,-159.036,215
59150,0.131082,-8.61343,103.211,-515
59151,2.17282,-75.5213,-35.5756,215
59152,7.34579,406.457,258.158,215
59153,2.92369,-515,-183.337,37.7194
59154,3.44688,-454.488,332.584,215
59155,5.54961,-515,-28.7167,-111.717
59156,3.07272,265.375,413.738,215
59157,4.99622,203.288,515,-63.7126
59158,6.64275,-206.348,515,-241.78
59159,5.33335,-5.18644,515,-265.002
59160,2.0465,53.9123,162.549,215
59161,2.79249,404.652,515,28.3886
59162,2.59964,-188.852,-26.7235,-515
59163,2.2774,515,-198.471,-238.618
59164,2.08767,-316.619,399.378,-515
59165,2.08229,-515,-197.279,-213.888
59166,1.02033,-285.951,-19.9425,-515
59167,3.95154,-113.238,-515,18.912
59168,6.63673,41.6688,144.419,215
59169,4.49626,-13.0602,445.457,215
59170,0.829832,163.536,-66.875,215
59171,5.51522,157.127,515,-93.3467
59172,0.483003,115.472,-148.516,-515
59173,1.62315,183.967,-515,-45.4509
59174,2.4449,-414.594,515,144.509
59175,1.78168,86.9832,-156.329,-515
59176,0.234111,48.2269,-24.1758,215
59177,3.34061,-278.473,515,184.774
59178,3.45856,-40.0634,-101.431,-515
59179,9.056,-388.953,515,-237.54
59180,5.88257,32.0723,-2.15398,-515
59181,1.04712,-515,356.82,-58.7085
59182,2.88498,-82.4148,-147.691,215
59183,2.40083,-178.167,452.621,-515
59184,0.45878,-344.256,515,-254.186
59185,5.32452,-14.1506,-8.61504,215
59186,1.22443,282.997,-115.461,-515
59187,0.08735,385.408,-515,57.7356
59188,0.902618,57.2178,-515,-102.656
59189,5.50681,-226.671,-20.7501,-515
59190,3.23266,376.156,515,-200.838
59191,5.03439,-373.016,-515,24.8896
59192,6.04435,-21.7305,369.329,215
59193,4.02632,330.729,137.294,215
59194,7.35334,244.132,439.232,-515
59195,4.30175,405.967,-515,-200.547
59196,4.29954,-3.57858,515,-234.912
59197,3.86359,-400.783,351.642,-515
59198,4.95121,280.016,224.158,215
59199,4.43236,-515,-269.882,-244.711
59200,5.38352,48.8597,11.3252,215
59201,0.920599,-106.884,-95.3497,-515
59202,5.54667,-426.337,-224.657,215
59203,0.961818,-143.228,-378.011,-515
59204,4.1184,21.7569,515,-65.3788
59205,3.67883,-86.0943,-515,-109.221
59206,3.86368,117.475,39.6932,215
59207,1.87596,322.175,515,-282.104
59208,2.74533,326.393,515,-125.767
59209,3.52809,37.6845,-515,-365.663
59210,1.13621,-12.8361,-515,-286.894
