Event,KE_e,x,y,z
6937,9.27782,-82.9037,-515,-180.845
6938,2.36259,-450.828,515,-485.999
6939,4.62869,53.4599,-515,204.766
6940,6.66515,116.098,-60.744,215
6941,4.45912,29.7326,515,-247.984
6942,0.727508,-427.55,515,190.15
6943,3.36475,-146.823,378.6,-515
6944,5.95042,-182.519,515,-193.214
6945,4.17994,515,188.976,-286.069
6946,6.3962,-515,-159.351,187.404
6947,4.33647,-236.49,152.089,-515
6948,1.64389,-515,-285.618,106.705
6949,2.7536,515,-298.199,-235.189
6950,4.53979,-288.667,-515,-488.345
6951,0.223024,-267.2,357.999,-515
6952,6.85176,416.915,-515,-266.792
6953,5.98647,-449.331,409.006,215
6954,3.12593,-9.58975,515,-104.711
6955,3.35297,-177.816,-116.424,215
6956,4.45419,28.7284,179.959,215
6957,2.27059,515,-240.773,-107.297
6958,3.38393,-222.191,-358.158,215
6959,1.55262,515,-152.165,141.419
6960,6.50446,263.846,86.7312,-515
6961,5.4586,-18.3702,49.3605,-515
6962,1.1549,515,351.062,214.075
6963,3.75236,-515,-78.1839,-198.077
6964,3.72479,515,-169.422,-314.784
6965,5.83342,146.687,-34.4386,-515
6966,4.00318,82.2883,515,-96.8321
6967,4.13612,176.182,-56.22,215
6968,1.68856,515,-439.566,-503.944
6969,3.70833,-89.881,199.454,-515
6970,4.23468,100.025,-267.638,215
6971,4.47369,484.302,149.201,-515
6972,2.80335,430.152,515,-407.792
6973,4.44613,-513.438,-515,164.284
6974,4.80796,-159.14,515,-346.019
6975,5.80494,158.195,515,49.2165
6976,6.96645,-515,-383.555,4.97674
6977,2.1016,-515,60.3613,85.2301
6978,8.97349,-515,261.5,-300.961
6979,0.577859,-515,-364.37,-45.3851
6980,3.79476,333.936,-80.4309,215
6981,2.90033,-515,363.08,-397.594
6982,5.06265,181.967,-16.1232,215
6983,3.92732,515,224.991,-210.767
6984,4.25026,-515,200.346,171.053
6985,5.7269,113.807,515,-343.277
6986,5.07911,-341.187,510.789,215
6987,2.63675,-478.564,515,-152.551
6988,4.74306,123.073,-321.031,215
6989,4.00739,60.9818,145.298,-515
6990,0.682052,-515,75.57,-505.105
6991,1.50391,-515,-323.557,137.649
6992,0.382012,-106.101,127.795,-515
6993,0.967744,-219.349,-45.032,215
6994,6.97194,162.474,386.711,-515
6995,0.702133,-515,86.2089,-44.0891
6996,0.767264,515,-175.393,-215.078
6997,2.80087,-197.708,105.255,215
6998,0.474846,173.035,-156.333,-515
6999,3.64881,515,62.1457,-329.218
7000,1.8018,-515,144.406,79.9469
7001,2.25252,202.013,385.902,-515
7002,5.19892,-515,-414.484,-42.6988
7003,5.58386,105.478,-17.2911,215
7004,5.53475,-515,-361.5,-133.563
7005,3.98651,515,-35.6125,147.315
7006,4.82098,-515,236.188,127.343
7007,2.65881,-215.837,-367.566,215
7008,8.80893,-32.4881,-269.708,215
7009,3.03978,-515,116.068,161.097
7010,2.42919,136.105,-193.616,215
7011,3.32866,317.067,396.236,-515
7012,1.28002,-105.375,160.096,215
7013,6.88304,515,-439.966,-67.1131
7014,0.675355,57.0591,218.251,215
7015,5.89357,50.4637,515,23.8999
7016,6.79857,-181.543,-31.2138,215
7017,1.58947,38.4757,-243.876,215
7018,0.838155,-317.41,515,-121.453
7019,2.09229,-67.3583,-379.273,215
7020,3.16899,-257.735,25.4231,215
7021,6.82263,-515,-85.9754,185.082
7022,3.62263,515,-447.545,-217.897
7023,5.75474,-263.226,233.721,-515
7024,7.31484,-184.648,395.283,215
7025,3.28396,137.539,261.592,-515
7026,3.48995,-394.949,-515,-19.6695
7027,3.51186,205.403,-515,129.319
7028,2.43148,257.325,-506.899,-515
7029,0.435396,-61.0849,497.86,215
7030,3.93127,515,-306.227,187.431
7031,4.30253,515,-312.864,-227.724
7032,3.68781,-155.236,515,-168.252
7033,7.56515,68.2702,-275.639,215
7034,0.0669932,-144.308,-15.6897,215
7035,0.483164,-117.043,515,74.534
7036,4.05759,-515,-210.464,-490.811
7037,4.27392,-515,-171.543,-233.83
7038,1.05368,-5.22148,413.793,215
7039,3.01419,-3.78604,205.417,-515
7040,2.53971,124.68,131.429,215
7041,2.92431,181.856,-515,-427.783
7042,5.29209,-220.155,-78.2315,-515
7043,1.15368,515,-427.866,-194.575
7044,6.42879,-314.926,-388.654,-515
7045,3.64763,-85.1109,-515,-190.242
7046,5.32199,325.696,378.483,215
7047,3.80053,-66.5795,-482.211,-515
7048,3.03159,42.201,-31.1589,215
7049,0.332473,515,199.998,-258.773
7050,1.99982,-57.7101,-96.6078,-515
7051,1.08966,-103.565,220.888,215
7052,7.24852,-515,43.7293,-5.05039
7053,0.457749,-515,-207.331,-65.0913
7054,7.98818,515,136.685,-186.015
7055,1.7926,39.4157,-149.491,-515
7056,3.99128,118.676,-42.7331,215
7057,1.4253,-453.076,-515,115.195
7058,4.56672,-67.8286,-515,-143.918
7059,5.59924,-125.958,-10.6133,215
7060,3.9292,515,306.673,-14.2499
7061,4.17347,-268.544,-107.333,215
7062,2.29171,38.5686,315.605,215
7063,1.48123,-515,215.828,-171.744
7064,0.293581,-150.173,168.444,215
7065,0.450792,-100.613,138.816,-515
7066,2.39359,515,102.567,-371.436
7067,6.70483,384.8,-129.162,215
7068,2.70598,88.2796,188.343,215
7069,1.8622,-156.915,404.227,-515
7070,0.48152,-28.8584,-97.2988,-515
7071,0.558556,-515,-399.578,-512.446
7072,5.53713,37.5891,-30.2212,215
7073,3.30792,-247.008,-159.74,-515
7074,4.71005,449.747,-222.874,-515
7075,4.21915,-363.049,-515,57.5068
7076,2.84573,-411.569,22.2111,215
7077,7.04055,54.3959,-38.3584,-515
7078,2.38699,-26.5988,515,-235.858
7079,4.24039,284.224,-42.1385,215
7080,1.59559,-110.939,-93.5765,215
7081,3.98033,515,-217.159,-99.1382
7082,1.23347,-93.0472,-187.261,-515
7083,6.72107,515,-197.194,-349.266
7084,6.46331,47.8788,95.1603,215
7085,3.90775,120.725,515,-27.2628
7086,5.65644,68.2657,-39.907,215
7087,4.82923,-243.287,515,-372.464
7088,3.21628,-188.5,-255.031,-515
7089,2.70558,-337.441,-73.6263,-515
7090,2.83984,515,-30.7163,-31.2529
7091,8.95218,-81.9983,-62.1872,215
7092,0.491342,201.812,-30.2314,215
7093,0.802966,515,378.578,110.259
7094,9.72523,515,-370.526,-204.916
7095,2.01601,-515,181.676,9.91848
7096,4.1597,-63.6315,-14.3591,215
7097,6.06154,84.8735,402.415,215
7098,4.89919,-60.9095,52.5883,-515
7099,1.17446,515,-122.735,-282.329
7100,6.8092,-109.259,-37.2396,215
7101,0.684009,71.2474,141.238,-515
7102,0.84333,-81.718,-442.133,215
7103,1.37583,312.243,515,211.764
7104,2.56895,-80.3788,-207.519,215
7105,2.87516,-515,423.735,-305.655
7106,2.38806,-31.3255,217.167,215
7107,4.68791,-95.4248,99.7359,215
7108,9.05908,201.665,515,7.02435
7109,3.3883,515,496.864,-480.801
7110,3.35501,-515,475.303,209.526
7111,4.04964,45.2724,-137.684,-515
7112,2.50808,-515,407.175,74.6171
7113,5.34651,10.6565,-47.4018,215
7114,2.61426,515,228.675,-436.223
7115,4.69109,-515,-216.673,13.9654
7116,0.999148,-515,-77.4351,-346.783
7117,5.94588,-47.9953,-160.323,-515
7118,4.62512,77.978,106.581,-515
7119,4.95499,-160.311,-515,-210.302
7120,3.99541,-155.731,33.8717,-515
7121,8.48233,373.177,515,-234.648
7122,1.41798,54.9084,154.039,215
7123,3.41618,176.268,206.215,215
7124,7.82088,-317.08,157.963,-515
7125,2.45541,-241.428,-27.1419,215
7126,1.85074,191.522,336.289,-515
7127,1.38696,388.593,-315.109,-515
7128,6.97069,508.916,41.9556,215
7129,1.36614,133.261,-515,210.408
7130,6.96683,515,277.943,-303.315
7131,8.36132,515,-500.143,-359.365
7132,2.12778,-295.486,48.2935,215
7133,7.75387,377.452,124.207,-515
7134,2.52221,-82.8906,515,-127.519
7135,8.64693,52.052,-276.361,215
7136,4.73383,91.8032,193.976,215
7137,6.0833,515,467.302,58.8349
7138,2.27278,-136.181,515,-3.28039
7139,1.0346,-65.1165,515,76.4532
7140,3.15213,91.6003,273.735,215
7141,0.824012,44.9328,-2.59098,215
7142,3.51509,121.532,-39.1065,215
7143,8.38747,445.03,-210.164,-515
7144,1.82112,37.9977,-449.251,215
7145,6.59213,433.426,515,211.193
7146,2.1765,515,-239.77,39.1078
7147,5.28037,-515,-70.5692,-430.601
7148,1.68316,53.0321,-36.0788,215
7149,6.71808,515,82.671,-110.206
7150,3.61323,-83.7597,-39.5737,215
7151,0.503606,27.2241,-515,-297.155
7152,5.31532,-515,-219.764,-159.945
7153,5.49789,515,-123.334,35.3639
7154,0.131692,-51.9536,-515,59.9969
7155,4.66606,515,146.399,-472.257
7156,1.38579,332.632,67.5337,215
7157,3.04329,-353.562,-515,49.19
7158,3.62482,515,92.4602,-126.39
7159,2.99481,15.2724,312.934,-515
7160,3.18921,2.08305,-515,-417.717
7161,0.536406,259.535,123.108,215
7162,1.85424,-139.008,-515,-307.096
7163,6.57838,515,-56.5326,-113.367
7164,1.04537,-12.3735,515,168.604
7165,7.15818,-515,-191.413,16.5377
7166,0.651949,515,331.223,22.0153
7167,3.49568,-390.589,-295.456,215
7168,2.53937,308.453,-515,123.276
7169,2.82658,244.656,-515,-189.614
7170,6.42625,-88.8436,291.886,215
7171,1.32996,-154.093,-195.568,-515
7172,3.91018,83.0737,117.973,-515
7173,0.564489,-515,253.674,-119.742
7174,6.39035,-464.226,515,-497.478
7175,3.28961,-91.2641,3.53496,215
7176,4.16652,515,471.963,53.8051
7177,4.8891,-515,-114.849,-415.305
7178,3.5864,-234.976,-515,36.9218
7179,2.44803,113.994,515,-418.078
7180,4.55717,-481.755,-199.824,215
7181,0.759043,297.51,-515,-338.455
7182,2.7832,-209.905,-367.052,-515
7183,4.13981,65.9032,107.59,215
7184,1.57141,42.8223,238.561,-515
7185,6.97066,-515,-17.8165,192.831
7186,0.0601299,-515,-33.9521,131.684
7187,1.81763,-477.026,421.098,-515
7188,0.718504,-515,-22.9739,-1.01005
7189,1.26779,515,180.113,-204.851
7190,4.88581,108.136,-383.16,215
7191,2.11455,-214.637,515,117.894
7192,5.47157,-231.205,-515,-477.655
7193,5.84291,-293.301,515,-132.282
7194,3.68841,-430.377,-496.478,-515
7195,3.83517,-515,128.163,-48.1218
7196,1.1479,-515,177.097,81.8632
7197,2.84598,515,-304.782,189.664
7198,5.58468,-384.585,183.709,215
7199,2.89917,-13.5382,515,118.88
7200,0.0813798,18.1901,-170.694,-515
7201,3.35008,192.494,-515,-75.1732
7202,3.99111,-0.300014,-177.414,215
7203,4.92523,-270.556,221.472,215
7204,7.25989,-88.3712,39.2092,-515
7205,3.0354,515,261.909,103.697
7206,3.90117,318.587,515,57.3903
7207,3.79716,-399.427,-515,111.39
7208,0.211546,-515,-118.461,66.4965
7209,3.50554,-502.255,515,32.5151
7210,5.16128,-515,-187.762,-186.799
7211,5.37274,-117.51,111.285,215
7212,3.82173,-320.96,-515,-0.360261
7213,2.50136,-60.9214,-168.701,215
7214,5.11016,515,-22.2311,49.5612
7215,5.53655,380.922,-515,-217.164
7216,5.09671,460.927,-515,-246.053
7217,5.87688,515,295.573,-144.709
7218,2.13172,515,344.048,171.876
7219,7.14667,-429.366,-515,76.5491
7220,3.4435,139.52,48.7738,215
7221,6.8704,159.796,-515,200.957
7222,0.472189,31.0137,-60.2277,215
7223,0.746008,-415.965,-515,-242.844
7224,3.43882,515,-183.727,-143.406
7225,2.0973,515,-94.6067,206.326
7226,1.01153,-514.735,149.587,-515
7227,2.1706,-364.475,515,-231.067
7228,6.01532,-356.431,-515,172.054
7229,7.22155,-137.089,160.348,215
7230,3.88529,-20.1896,143.921,215
7231,2.16544,-28.4547,131.001,-515
7232,3.13765,-515,6.41686,136.273
7233,3.5778,201.492,515,-249.527
7234,4.59044,86.4333,-56.2206,215
7235,1.89593,-515,39.2847,-194.493
7236,0.922776,19.2704,218.096,215
7237,4.80477,156.162,-515,-174.236
7238,7.76873,274.53,-407.395,-515
7239,0.795311,-103.176,130.587,215
7240,2.11362,89.8487,-515,50.5455
7241,5.1669,-9.02045,-515,181.4
7242,3.98131,-191.15,-391.398,215
7243,6.74952,18.6967,213.415,215
7244,8.27518,404.935,153.697,-515
7245,3.2595,-72.875,-138.174,215
7246,1.75685,515,-331.707,-321.889
7247,2.88113,-515,-140.31,-310.751
7248,3.46896,515,-346.495,-95.9246
7249,0.573364,515,-270.12,81.8256
7250,0.820846,-15.6582,336.449,-515
7251,0.136499,218.186,-135.623,215
7252,4.04198,19.9706,515,-198.765
7253,6.98993,-169.38,226.328,215
7254,2.58288,515,-223.434,-320.699
7255,3.4906,-9.17017,-132.219,215
7256,2.28307,494.003,507.486,-515
7257,3.85078,-515,452.94,-93.2525
7258,3.01114,181.708,275.785,215
7259,6.61366,-515,383.307,-208.912
7260,1.59119,164.865,-47.0322,215
7261,7.69304,3.78641,515,206.183
7262,5.82327,86.1773,185.505,-515
7263,4.41789,118.572,-515,182.134
7264,6.70855,515,-60.3709,-192.947
7265,5.83218,515,-164.433,-397.248
7266,1.6636,103.058,515,-69.38
7267,6.82174,-515,-47.8951,-286.15
7268,3.68114,267.154,-1.54579,215
7269,0.189878,-124.309,87.637,215
7270,4.12347,-148.693,-515,-399.268
7271,1.24286,124.858,73.8894,215
7272,5.27208,-41.4261,45.1668,-515
7273,3.10394,-135.001,515,-201.878
7274,4.01883,515,-3.38153,194.043
7275,5.46522,317.818,515,-262.661
7276,4.79065,-121.443,58.7756,215
7277,0.631669,176.033,-8.95118,215
7278,1.81307,-515,73.309,-75.7976
7279,3.09993,31.0358,515,174.375
7280,0.935727,515,-148.415,-106.978
7281,2.03882,84.7274,515,-367.279
7282,2.93321,-321.752,515,149.137
7283,5.80542,-62.2546,-320.909,215
7284,2.30657,-515,-258.353,-389.488
7285,6.192,286.087,45.8907,215
7286,2.77203,-14.7102,-515,-315.554
7287,3.2829,515,-46.4162,-309.988
7288,1.30468,-515,470.355,-407.535
7289,1.56531,-515,319.605,25.144
7290,3.24311,-455.822,-515,-494.307
7291,6.65231,-26.9614,-120.483,215
7292,1.96274,432.67,180.924,-515
7293,6.26769,515,55.3443,175.475
7294,0.166666,-356.77,-204.857,215
7295,3.69868,288.834,-281.097,-515
7296,1.73514,-79.7448,6.70036,215
7297,4.78586,156.813,25.2286,215
7298,5.49943,-201.325,515,160.126
7299,3.93608,193.112,-515,179.681
7300,0.561419,-31.4788,44.9197,215
7301,3.16492,-72.5087,-515,123.508
7302,3.94732,-300.989,97.373,215
7303,5.84872,-221.019,-515,92.4364
7304,0.552544,-394.79,515,-11.5642
7305,0.453945,-86.3402,-116.121,215
7306,1.71753,36.0865,515,176.227
7307,8.01859,296.517,183.491,-515
7308,3.77732,114.701,355.323,215
7309,1.32343,-515,-407.939,-385.541
7310,0.638923,-515,128.138,-349.481
7311,1.30991,124.635,190.317,215
7312,2.57019,-116.421,-466.356,-515
7313,6.78826,-168.992,-48.8557,215
7314,1.62264,515,-26.6625,-238.249
7315,8.25582,-515,-62.1933,-390.836
7316,0.547494,515,155.685,-56.0155
7317,4.51281,-21.6927,-515,80.6283
7318,2.55197,2.07826,7.12067,215
7319,3.79464,0.853226,44.234,215
7320,2.22586,-515,32.4604,-347.526
7321,1.74929,146.913,-5.1417,215
7322,4.90875,-515,50.7596,-151.588
7323,4.10499,-515,-100.945,-46.5292
7324,1.93024,156.056,134.106,215
7325,6.41931,-119.038,-500.798,-515
7326,2.39996,470.978,-174.1,215
7327,4.12356,-122.88,238.631,-515
7328,5.47209,-217.438,515,-468.38
7329,9.18806,232.639,57.288,215
7330,2.7028,515,393.817,210.161
7331,9.21915,198.85,45.5949,-515
7332,1.42553,150.386,515,-342.582
7333,0.401762,-41.0597,-481.498,215
7334,4.15695,-234.902,-456.221,215
7335,3.87233,-515,296.545,-135.361
7336,4.4045,115.979,-8.55192,215
7337,2.00414,-160.504,-216.239,215
7338,6.27634,-225.229,152.128,-515
7339,5.23162,262.359,255.289,215
7340,0.285971,-107.121,-46.3261,215
7341,1.62367,-364.4,-510.254,215
7342,3.82354,-123.344,497.428,-515
7343,0.392935,-175.903,-515,202.485
7344,3.26761,428.079,493.749,-515
7345,7.1794,241.386,-125.616,215
7346,4.40147,515,-59.7446,137.691
7347,4.86448,129.476,333.333,215
7348,3.57076,-61.9525,-234.907,-515
7349,6.73712,-515,-273.301,-491.872
7350,4.62728,-515,-19.6439,59.3242
7351,3.49797,15.7059,-450.407,215
7352,7.12314,-509.646,-75.4723,215
7353,1.67314,167.341,-515,-115.669
7354,2.2752,181.104,-117.677,215
7355,5.63325,515,168.24,104.888
7356,4.2877,231.624,515,-198.849
7357,4.23974,-186.274,515,-437.543
7358,4.28217,62.0935,-301.262,-515
7359,3.25909,66.5168,54.9531,215
7360,6.22383,460.338,-116.197,215
7361,0.855783,515,-289.386,-211.985
7362,7.62838,26.0683,-57.6166,215
7363,1.99731,288.515,-515,-158.036
7364,4.23618,-46.187,159.688,215
7365,0.145894,117.294,265.831,215
7366,5.08395,-370.423,-442.367,-515
7367,2.40417,-515,61.5441,-169.814
7368,4.29208,-164.697,491.181,-515
7369,0.195893,193.347,149.051,215
7370,6.44065,317.676,191.589,215
7371,5.1891,-4.53759,-212.841,215
7372,0.60985,-424.878,-515,-359.831
7373,3.23323,288.078,47.2528,215
7374,7.50427,-515,301.819,133.883
7375,4.47562,-134.577,-35.1499,215
7376,7.47196,-133.718,-134.856,-515
7377,3.17665,267.222,12.8195,215
7378,2.26671,515,-138.571,-381.411
7379,6.45866,254.064,515,-429.253
7380,6.7657,-59.9254,278.343,215
7381,4.12708,-515,-48.2545,-139.859
7382,4.69226,0.915064,-19.3429,215
7383,5.78755,75.7355,300.378,-515
7384,1.05861,-360.049,28.3398,-515
7385,4.19138,-515,439.427,88.4607
7386,3.63016,514.74,-515,106.977
7387,5.383,67.3381,515,-195.813
7388,6.94511,81.7212,-372.279,215
7389,6.36129,316.994,515,119.357
7390,7.23729,515,138.201,-82.3408
7391,4.9382,-515,-225.301,-240.474
7392,3.77346,515,412.352,-210.536
7393,1.60101,-227.605,43.7356,-515
7394,2.19624,-419.694,-19.78,215
7395,4.05496,25.962,-93.7215,215
7396,3.6721,-494.537,515,158.836
7397,5.3309,-515,-146.949,-245.373
7398,2.69397,-111.444,515,-155.996
7399,0.294572,-323.221,515,-186.841
7400,3.81615,336.579,-28.0222,215
7401,3.08933,-238.322,-515,-350.811
7402,0.0246379,3.04371,-182.5,215
7403,4.35573,-309.583,174.124,215
7404,6.06371,-231.161,-186.783,215
7405,4.69722,95.8272,-303.793,-515
7406,1.41184,515,-440.771,151.284
7407,1.85945,242.183,167.024,-515
7408,2.623,-436.64,-314.914,215
7409,6.58349,396.369,-515,-143.025
7410,6.38008,515,43.4764,144.334
7411,0.231262,384.613,36.049,-515
7412,6.45827,-449.672,-515,-366.649
7413,6.30293,203.251,82.3651,215
7414,0.80166,13.8807,-515,-369.104
7415,8.61003,-432.581,515,40.4947
7416,2.28061,-515,353.58,-232.822
7417,3.75448,213.079,515,-122.438
7418,4.70614,-44.5057,150.562,-515
7419,3.22676,510.984,326.304,215
7420,7.30237,8.91756,-272.579,-515
7421,5.10205,-234.844,237.166,215
7422,6.5832,-325.176,-515,-232.39
7423,0.697239,-63.8607,-515,-109.489
7424,6.09783,515,450.458,-111.638
7425,3.04847,64.8383,245.817,215
7426,0.434923,376.256,515,56.95
7427,4.70025,-405.152,164.129,215
7428,4.76381,-55.0503,156.962,-515
7429,6.42051,-432.213,515,14.5343
7430,3.42239,-515,-92.9761,-116.772
7431,5.35158,-361.493,97.4179,215
7432,5.55068,-180.879,-41.8986,215
7433,5.82259,446.275,-515,-66.7588
7434,0.469402,343.238,120.775,215
7435,0.878566,-471.845,250.757,215
7436,1.79677,-195.459,185.055,215
7437,2.01594,305.273,-12.8335,-515
7438,6.18644,134.533,515,-197.912
7439,0.462869,300.686,515,205.487
7440,3.79194,-515,-448.317,-514.327
7441,4.57707,-272.937,197.738,215
7442,3.86273,-36.9681,203.526,215
7443,6.13345,281.171,117.062,215
7444,1.88836,-50.7302,-515,-301.682
7445,4.56733,-140.137,-245.654,215
7446,4.8809,256.142,89.4985,215
7447,2.46008,79.5616,-306.387,215
7448,1.5777,-38.8229,-515,0.928835
7449,7.99773,53.8862,28.7358,215
7450,6.98555,515,208.597,-84.6817
7451,2.61751,82.3293,-280.356,215
7452,3.33795,-515,242.101,-62.6435
7453,4.77776,134.303,473.104,215
7454,4.197,294.215,515,-35.5887
7455,3.15143,-176.29,515,-195.544
7456,0.297825,370.15,-386.254,-515
7457,3.88148,515,46.6621,121.746
7458,1.36037,202.242,-515,-36.1845
7459,1.37068,189.929,515,-85.767
7460,4.4562,48.0364,515,180.062
7461,5.2871,-515,262.919,-313.779
7462,0.412857,-162.688,136.086,215
7463,5.74741,-163.968,68.8492,215
7464,0.579066,515,-225.988,34.8698
7465,1.55694,-409.807,-232.189,-515
7466,4.27049,380.353,125.434,-515
7467,4.66068,-148.803,184.85,215
7468,5.79069,-291.275,-273.214,-515
7469,6.98379,103.163,-515,-12.2741
7470,4.47723,-139.011,292.296,215
7471,2.32054,515,220.179,-262.958
7472,6.43126,-435.215,515,-254.332
7473,1.05196,-399.049,-515,-251.575
7474,5.53024,-2.69326,272.651,215
7475,7.02548,61.0034,-515,-387.62
7476,2.99461,-291.396,3.51044,215
7477,4.58586,-120.905,515,-125.308
7478,5.1095,-106.633,515,-376.879
7479,3.94081,-75.1827,371.731,215
7480,4.57915,-413.962,175.482,215
7481,3.31687,-176.85,515,1.71329
7482,0.239973,-504.121,-315.193,215
7483,4.52418,515,-423.081,-36.2842
7484,7.9337,-18.3172,-515,49.2583
7485,0.973717,-232.758,369.624,215
7486,2.80695,515,-453.052,-102.104
7487,5.05435,515,38.7384,-138.279
7488,4.94778,29.1691,-87.2902,215
7489,3.78405,515,331.217,-434.532
7490,2.03211,-331.913,-200.764,-515
7491,3.98111,-51.3981,-169.441,-515
7492,2.58367,-309.771,-492.308,215
7493,6.55003,268.177,157.901,215
7494,7.18846,515,-247.673,-114.467
7495,4.66733,-366.415,515,-8.3544
7496,6.70035,89.4531,162.898,-515
7497,0.463574,-97.3398,515,-34.3228
7498,0.727846,-515,-347.205,-242.715
7499,4.57734,-37.2302,62.1716,215
7500,4.56333,275.961,515,-111.004
7501,3.23274,428.086,-55.8474,-515
7502,1.73737,-26.6048,-176.014,-515
7503,0.578223,-52.1636,506.302,-515
7504,2.36149,41.0453,39.3476,215
7505,3.62054,-515,-54.3347,-297.61
7506,0.142105,-484.493,-515,-50.8801
7507,5.86024,-210.398,64.6107,215
7508,3.29829,15.8071,-1.20266,215
7509,6.10701,119.997,-75.6406,215
7510,2.95636,-199.67,25.3344,215
7511,0.573021,-434.94,108.334,215
7512,2.91668,-515,481.588,128.008
7513,4.0339,-87.3105,-515,-91.7915
7514,0.815353,-515,-359.126,-409.132
7515,2.50329,-32.338,515,43.4522
7516,6.66425,-515,-23.7677,-224.125
7517,4.69188,108.149,-515,43.5456
7518,3.08619,-210.754,180.512,215
7519,4.79298,185.139,-515,-498.005
7520,4.82688,-515,89.1647,131.253
7521,6.92294,343.843,113.007,-515
7522,2.64502,65.0636,0.00825658,215
7523,0.509455,-470.03,127.284,-515
7524,6.4788,515,63.2656,37.1749
7525,5.02122,-407.473,-360.479,-515
7526,2.95408,460.83,-448.328,-515
7527,4.9122,434.502,-515,-62.6977
7528,0.356623,515,232.307,-329.33
7529,6.88578,-45.0136,-23.6278,215
7530,1.65214,406.839,515,-359.432
7531,2.1877,215.756,-320.252,215
7532,0.915147,-515,-303.702,15.4036
7533,2.9141,-249.145,-515,-382.578
7534,1.61401,-184.441,-82.7616,215
7535,2.64127,-301.775,-46.2678,215
7536,3.65478,515,-374.667,-212.005
7537,5.27861,-219.774,116.147,-515
7538,3.73845,-406.665,-421.149,215
7539,5.95078,215.352,467.498,215
7540,5.86266,227.723,515,-130.062
7541,5.77255,411.538,515,-371.455
7542,1.09476,-515,432.168,-58.2633
7543,4.60635,515,410.125,-372.307
7544,4.64193,-515,-83.1849,106.794
7545,5.60293,-59.2311,-249.091,-515
7546,3.61919,285.511,-515,129.181
7547,5.15549,57.6511,-59.8312,215
7548,0.56597,-88.8773,-390.73,-515
7549,2.56432,515,226.972,33.3442
7550,1.99111,-355.043,243.268,-515
